id,SQ1,SQ2,DQ1,DQ2,Q1,Q2,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q5#1,Q5#2,Q5#3,Q6#1,Q6#2,Q6#3,Q7#1,Q7#2,Q7#3,Q8,Q9,Q10,Q11,Q12,DQ3,DQ4,DQ5,DQ6
399,2,1,1,4,4,1,4,3,4,1,3,4,3,2,3,3,2,8,5,11,10,3,4,1,3,4,4,2,3,4,2,2,5
400,4,2,6,4,3,2,3,3,4,3,3,3,3,3,3,1,5,11,2,10,3,2,3,9,4,3,2,4,3,11,7,3,1
401,2,1,9,2,3,2,3,3,3,3,4,4,2,3,3,2,1,3,8,6,5,3,1,2,3,1,2,2,1,4,2,2,3
402,3,2,7,2,3,1,2,3,3,2,2,3,3,2,3,5,2,7,4,11,10,3,1,4,4,3,1,4,1,11,3,3,4
403,3,2,1,4,3,2,3,3,3,3,3,4,3,2,3,1,2,8,11,3,10,3,1,7,3,2,4,2,1,3,6,3,3
404,3,2,1,2,2,3,3,3,3,2,2,3,3,2,3,1,8,5,12,,,4,3,1,4,4,2,3,1,11,2,2,3
405,1,2,9,4,3,3,3,3,4,3,2,3,3,2,2,1,6,10,12,,,3,1,5,3,3,2,3,1,2,4,2,2
406,1,2,1,4,3,2,3,3,3,3,4,3,2,3,3,4,1,3,12,,,3,1,2,4,3,4,1,1,3,6,3,3
407,4,1,10,4,3,2,3,4,3,4,4,3,3,2,3,1,3,10,4,8,9,1,3,4,3,3,2,4,1,4,1,1,4
408,4,1,4,2,3,2,3,3,4,1,2,3,3,1,2,1,3,5,6,10,7,3,8,4,3,3,4,3,3,4,1,1,3
409,4,1,10,4,3,1,3,4,2,2,3,3,3,3,3,2,3,5,11,6,9,3,1,4,4,4,2,3,4,4,6,3,3
410,1,1,15,2,3,2,3,3,3,3,3,3,3,2,3,1,3,9,8,10,7,3,2,7,3,3,2,3,4,4,6,3,2
411,3,2,15,4,3,3,3,3,4,1,1,3,3,2,2,4,5,1,11,10,3,3,1,4,3,4,3,1,3,9,3,2,3
412,1,1,16,2,4,2,2,2,4,1,1,2,4,1,2,1,3,5,11,10,5,4,3,1,3,4,3,1,1,4,2,1,3
413,2,1,1,4,4,2,4,3,3,3,2,2,3,1,2,1,4,6,10,2,3,1,5,7,1,4,1,2,5,4,1,3,3
414,3,1,3,5,4,2,3,3,3,2,2,2,3,2,3,1,3,6,2,4,7,2,5,6,2,3,2,3,3,3,3,3,3
415,3,2,16,4,3,1,4,3,3,3,4,3,3,4,3,1,6,4,3,8,10,3,8,7,1,2,2,2,1,6,4,2,3
416,4,2,9,2,3,1,3,4,4,3,3,4,3,1,1,1,4,8,11,2,10,4,6,9,3,4,3,5,1,3,2,3,2
417,1,2,2,2,3,5,3,3,3,3,2,2,2,4,3,6,11,2,4,3,9,2,3,4,3,4,5,5,3,4,1,1,1
418,3,2,1,4,4,1,4,3,3,2,3,3,3,2,2,3,1,2,9,10,11,4,3,1,4,3,2,5,2,3,4,2,3
419,3,1,2,4,3,1,4,4,3,3,3,2,2,3,3,1,3,5,10,8,11,1,3,4,1,3,2,2,3,3,5,3,4
420,3,1,4,4,3,2,3,3,3,2,3,3,3,3,2,2,3,4,9,8,10,3,2,4,4,3,5,2,4,3,6,2,2
421,1,2,1,3,4,2,4,4,3,4,3,3,4,4,4,2,6,10,5,4,8,3,2,1,2,3,4,2,1,10,5,3,4
422,3,2,12,2,3,3,3,4,4,3,3,2,3,3,2,1,8,5,4,9,10,3,4,7,3,4,2,6,1,11,6,3,3
423,1,2,1,4,3,3,3,3,3,3,3,3,3,2,3,1,4,5,9,6,10,7,4,2,4,3,4,3,1,3,2,2,3
424,3,1,1,4,3,3,3,3,4,3,3,4,3,2,3,1,2,3,5,10,11,3,4,1,3,3,2,5,1,3,5,3,2
425,2,2,9,4,3,1,3,3,4,3,3,3,3,2,2,1,6,11,5,8,10,3,1,10,3,3,4,3,1,2,4,3,4
426,4,1,1,4,4,2,3,4,3,3,4,4,1,3,3,1,3,2,12,,,3,4,1,3,3,4,6,5,3,4,3,2
427,3,1,9,4,4,2,3,4,3,3,2,4,2,3,2,1,3,5,11,9,10,3,1,7,4,3,2,4,4,3,3,2,2
428,4,2,6,4,3,2,3,3,3,3,2,3,3,2,3,2,5,6,5,9,11,3,8,1,4,3,5,1,2,11,4,3,3
429,2,2,3,4,3,2,3,3,2,2,3,2,3,3,3,1,4,7,1,4,7,3,5,7,3,3,2,4,4,11,6,2,3
430,3,1,9,4,3,1,3,3,2,3,3,3,3,2,3,1,3,5,12,,,3,4,1,4,2,2,3,3,3,4,2,4
431,1,2,1,2,3,2,3,3,3,2,4,3,1,1,3,1,3,5,3,11,2,2,3,1,2,3,1,1,1,10,1,1,3
432,3,1,9,4,3,3,3,3,4,2,2,3,3,3,3,2,3,8,2,11,5,3,1,2,3,4,2,4,1,3,3,2,5
433,3,1,16,4,3,1,2,3,3,3,2,3,2,3,3,7,6,2,1,2,3,1,2,3,3,3,1,4,3,3,4,2,3
434,2,2,2,2,3,1,2,3,3,2,3,3,3,2,2,1,3,8,12,,,3,2,7,2,3,4,5,1,2,4,2,3
435,4,1,4,5,3,1,2,3,4,3,1,3,4,1,3,2,4,8,5,9,11,3,4,1,3,4,2,3,1,3,4,1,4
436,3,1,1,4,4,2,3,3,3,3,2,2,3,2,3,1,2,6,3,8,11,1,3,4,1,2,2,3,3,3,7,3,3
437,2,2,3,4,2,2,3,2,4,3,2,3,4,4,3,2,4,6,12,,,11,,,3,4,5,7,1,3,5,2,2
438,4,1,17,4,4,1,4,4,4,4,4,4,4,3,4,1,3,4,8,10,11,1,4,3,4,2,3,1,3,3,5,4,3
439,4,2,10,2,2,1,3,3,3,3,4,3,4,3,4,1,4,3,10,5,11,1,3,7,1,4,2,3,1,11,4,3,3
440,3,1,1,4,3,2,3,3,3,4,3,3,3,4,3,1,2,3,9,11,10,4,3,1,3,2,2,3,3,3,4,4,1
441,3,1,11,4,4,2,3,3,4,2,3,3,3,2,3,1,8,9,2,11,10,3,4,1,3,2,2,4,1,3,5,2,2
442,3,2,5,5,3,2,3,3,3,3,3,4,3,2,3,2,1,6,12,,,3,1,2,3,3,2,5,5,11,3,3,3
443,2,2,2,4,3,1,3,3,4,2,1,3,2,3,4,1,2,8,11,9,10,7,3,2,4,3,2,2,1,7,1,2,4
444,1,2,5,4,4,2,3,3,3,3,3,3,3,2,2,1,3,5,10,9,8,9,1,3,3,3,4,1,5,2,1,2,3
445,4,2,1,4,4,1,4,3,3,3,3,4,2,3,2,1,8,10,4,3,5,5,9,7,3,2,2,1,3,2,8,4,4
446,2,2,4,5,3,2,3,3,4,3,3,4,4,2,3,1,3,5,12,,,2,3,7,3,4,2,2,1,2,6,3,3
447,3,1,9,5,4,1,3,3,3,3,4,3,3,2,3,8,5,2,12,,,3,4,1,2,3,4,1,1,3,8,4,3
448,4,2,10,2,3,3,4,4,4,4,4,4,4,1,4,4,5,6,2,8,9,2,6,7,2,2,2,1,1,12,1,2,3
449,3,1,10,4,2,3,3,3,3,2,2,3,3,3,3,4,5,9,10,8,7,3,4,1,3,5,5,3,1,3,3,2,3
450,3,1,15,4,4,2,3,3,3,2,4,4,3,3,3,2,1,3,10,11,9,3,4,1,5,2,2,4,3,3,3,2,2
451,2,2,9,4,2,2,3,3,2,3,2,3,3,2,3,12,,,3,5,4,3,4,1,3,3,5,2,1,11,2,2,4
452,4,1,13,4,3,1,2,2,3,2,2,3,3,2,2,1,4,5,3,10,2,3,1,4,2,4,5,3,3,3,8,3,3
453,3,1,16,4,4,1,2,3,4,3,1,4,3,4,3,2,4,5,1,3,5,3,1,4,1,4,1,4,3,3,8,3,2
454,3,1,13,4,3,1,3,4,3,4,3,4,4,3,4,8,1,2,5,10,9,3,7,2,4,3,4,2,3,3,3,2,4
455,2,2,16,2,3,3,3,3,3,3,4,3,3,3,3,1,5,2,12,,,11,,,4,4,2,1,4,4,1,2,3
456,3,2,5,2,3,5,3,3,3,3,3,3,3,2,3,1,8,4,4,8,3,3,2,7,3,4,5,7,4,11,3,3,3
457,4,2,2,2,3,3,3,3,3,3,3,2,3,3,3,1,3,4,9,11,5,1,3,2,3,3,2,3,1,11,6,3,2
458,2,2,3,4,3,1,2,3,4,3,3,3,2,2,3,1,11,2,8,9,4,2,10,3,4,4,5,2,3,11,2,2,3
459,3,1,16,5,1,4,3,3,3,3,3,3,4,3,3,1,4,9,1,4,9,3,4,8,1,3,5,3,3,3,2,3,3
460,4,2,2,4,2,2,2,3,3,2,2,3,3,2,3,1,5,11,10,4,3,7,3,1,4,2,2,2,3,4,6,3,2
461,4,1,9,4,4,3,4,3,3,2,3,3,4,2,3,1,4,5,3,10,9,2,3,1,2,3,2,3,1,3,4,3,2
462,4,2,11,2,3,2,3,3,4,3,3,3,3,2,2,6,1,5,10,11,7,4,1,3,3,4,4,1,1,11,3,2,3
463,4,1,9,4,4,2,3,4,2,3,2,3,2,3,2,1,2,3,10,6,4,3,1,4,3,2,1,3,1,3,2,2,4
464,2,2,6,4,3,1,3,3,3,3,2,3,3,2,4,1,4,2,12,,,1,3,4,3,2,4,2,1,11,4,3,3
465,3,2,4,2,3,3,3,3,3,2,3,4,2,3,3,2,4,1,5,6,8,3,4,1,3,3,2,3,1,11,3,2,4
466,4,1,1,4,4,2,3,3,2,3,3,4,2,2,3,2,5,9,8,11,10,3,1,4,3,3,2,3,1,3,3,2,2
467,2,2,3,2,3,2,3,2,3,2,2,3,2,2,2,1,2,11,9,4,3,3,4,2,5,3,3,7,3,11,3,2,3
468,2,2,3,2,3,2,3,3,3,3,3,3,2,3,3,2,3,1,5,4,10,3,4,1,3,3,5,4,3,11,2,2,4
469,3,1,1,4,3,2,3,2,2,3,3,3,2,3,3,7,8,3,6,2,11,2,5,8,4,4,2,3,3,3,6,3,3
470,3,1,5,4,4,2,3,3,3,4,3,3,3,2,2,1,3,8,3,9,10,2,3,4,3,4,4,3,2,3,3,2,3
471,2,2,9,2,2,2,3,3,3,3,3,3,3,2,3,1,9,8,3,6,4,3,2,8,3,3,5,4,1,11,1,1,3
472,1,2,5,4,2,1,3,3,3,3,3,2,3,2,2,2,1,8,5,9,6,3,4,1,3,4,1,4,1,4,4,3,4
473,4,1,9,2,4,1,3,3,4,2,3,3,4,2,2,2,1,3,10,6,11,3,1,4,3,3,1,1,1,3,2,4,3
474,3,2,2,4,4,1,2,4,3,3,3,3,3,3,4,1,4,5,12,,,3,1,7,2,3,5,1,1,3,1,1,2
475,3,1,1,4,3,3,3,3,2,3,3,3,2,3,3,1,4,5,12,,,4,3,1,5,3,3,4,2,3,3,3,2
476,1,2,9,3,3,2,3,3,3,3,2,3,3,2,3,3,1,2,5,4,11,3,4,7,3,3,5,2,1,10,3,2,4
477,3,1,1,4,3,1,1,4,4,3,2,4,4,4,3,4,3,7,4,5,7,4,5,7,2,3,2,2,5,3,4,3,3
478,2,2,7,2,3,2,3,3,3,3,4,3,2,4,3,4,3,7,5,9,2,4,1,9,3,2,3,4,1,6,2,2,3
479,1,1,1,4,3,2,3,3,4,2,3,3,4,2,3,1,4,6,9,10,11,3,4,2,3,3,1,2,1,3,4,3,4
480,1,2,10,3,3,2,3,3,4,3,3,4,3,2,2,1,5,3,11,10,9,3,4,7,3,3,2,4,1,10,1,2,3
481,2,2,2,4,3,1,3,4,3,4,4,3,3,2,3,4,6,8,12,,,3,7,1,3,2,2,1,5,1,4,2,2
482,3,1,9,4,2,3,2,2,2,3,3,2,2,2,2,12,,,12,,,11,,,5,5,5,6,6,3,8,3,3
483,2,1,9,4,3,4,3,3,3,2,2,4,3,2,2,2,1,4,9,11,6,3,1,4,3,3,4,7,4,3,2,1,3
484,3,1,9,4,3,2,3,3,3,4,3,3,3,2,3,3,5,11,10,9,4,3,4,1,4,4,1,5,2,3,8,3,2
485,1,2,2,5,4,2,4,4,2,3,3,4,2,3,3,2,6,3,8,10,5,1,3,7,3,2,4,4,1,3,3,2,3
486,3,1,14,4,2,2,3,3,3,2,3,3,3,2,2,3,5,1,10,11,4,3,1,4,4,3,5,3,1,3,8,3,3
487,2,1,1,4,3,2,2,3,4,2,2,3,4,3,2,2,1,11,3,4,9,3,1,4,3,4,2,7,3,3,6,3,3
488,4,1,6,4,3,5,2,4,3,4,4,4,4,2,2,1,3,4,2,6,11,11,,,1,4,1,7,6,3,5,1,3
489,3,1,9,4,3,2,3,3,3,3,2,3,3,1,3,1,3,7,12,,,3,1,4,3,3,4,3,3,3,2,2,2
490,4,2,9,4,3,3,3,3,3,3,3,2,2,2,3,1,4,3,5,8,9,6,9,7,3,2,3,3,1,11,8,3,4
491,2,1,1,4,3,1,3,4,3,2,3,4,3,4,4,1,3,4,5,11,10,3,1,7,3,3,1,6,5,3,7,3,3
492,1,2,9,4,3,4,3,3,3,1,2,4,3,3,1,3,4,9,10,6,8,3,2,1,3,4,2,2,1,11,5,3,4
493,3,1,2,4,4,2,3,3,3,3,3,3,3,2,2,2,3,1,12,,,3,4,1,5,3,2,3,3,3,7,3,3
494,3,1,2,4,4,2,3,3,2,3,4,4,2,3,4,1,2,3,8,5,4,1,3,4,3,3,5,1,4,3,2,2,4
495,4,1,15,4,3,2,3,3,2,3,2,3,2,3,3,5,2,3,8,10,11,3,5,4,5,2,2,3,1,3,3,3,3
496,2,2,10,2,3,3,3,3,3,2,2,3,2,3,2,5,2,7,9,4,6,3,7,1,3,3,4,4,3,9,2,1,3
497,3,1,1,4,3,2,3,3,2,3,3,3,3,2,3,3,8,6,5,4,3,3,2,5,2,2,1,2,2,3,5,4,1
498,4,2,1,4,3,1,3,3,3,3,4,4,3,3,3,4,3,5,12,,,3,8,4,4,3,5,1,1,11,5,3,2
499,2,2,3,4,3,2,3,3,3,3,2,3,2,1,3,1,2,5,8,9,10,2,3,7,3,3,2,1,1,2,3,3,4
500,4,1,2,5,3,1,3,3,3,3,2,3,3,3,3,2,3,5,5,10,11,3,1,2,2,2,2,5,5,3,8,3,2
501,4,2,1,4,4,2,4,3,2,3,4,4,3,3,3,2,4,5,10,5,11,2,3,7,3,3,4,2,5,3,8,3,3
502,2,1,1,4,3,2,3,3,3,3,3,3,3,3,2,1,2,3,12,,,4,1,3,5,3,1,2,1,3,2,2,3
503,2,1,9,4,3,3,3,2,3,1,2,1,3,2,2,2,5,3,9,10,7,3,2,1,4,3,2,2,1,3,4,3,4
504,4,2,16,2,3,2,3,3,4,3,2,3,3,4,4,2,4,5,9,10,11,3,1,2,4,1,2,3,1,12,5,3,4
505,1,2,9,4,3,1,3,3,3,2,2,3,2,3,3,1,4,6,3,11,9,3,4,2,4,3,4,1,3,3,3,3,4
506,2,1,9,4,3,2,3,3,3,3,3,2,2,2,2,2,8,6,5,11,3,3,4,1,3,3,1,5,3,3,8,3,3
507,4,2,10,5,4,1,4,3,2,3,4,3,2,4,4,2,4,6,8,5,11,3,4,1,3,2,2,5,2,2,3,2,1
508,4,2,6,5,4,2,4,4,3,3,4,4,3,3,3,4,3,5,11,10,3,1,3,4,3,3,2,2,2,11,3,3,3
509,2,1,11,4,4,1,3,3,3,3,4,4,2,3,3,2,1,7,11,3,9,3,1,7,2,2,2,3,1,3,1,1,3
510,1,2,3,4,3,1,2,3,3,2,3,2,3,2,4,2,1,5,12,,,3,7,2,3,3,5,7,5,12,3,3,4
511,2,1,1,4,2,3,3,1,3,2,2,2,3,2,3,2,6,5,7,4,3,3,4,7,3,3,2,3,4,3,2,1,5
512,2,1,9,5,4,2,4,4,2,2,3,3,2,3,3,4,5,1,9,8,11,1,4,3,4,2,2,1,3,3,6,2,3
513,2,2,13,4,3,2,2,3,4,3,2,2,4,3,2,1,4,8,5,3,7,4,2,7,3,4,3,4,3,4,2,3,3
514,1,2,3,3,4,1,3,4,3,2,2,3,3,2,3,1,3,5,9,6,10,2,3,4,3,3,5,3,1,10,8,4,3
515,2,2,14,2,3,3,4,4,4,3,4,4,4,1,4,1,2,11,9,10,4,4,1,3,3,5,3,7,1,11,3,3,3
516,1,2,15,3,3,3,3,3,3,2,3,3,3,2,2,2,6,1,11,10,7,4,3,2,3,4,1,4,3,10,1,2,2
517,4,1,1,4,4,1,4,3,3,3,4,4,3,4,3,1,3,5,11,10,8,4,2,7,4,3,3,3,3,3,3,3,2
518,4,1,13,4,4,1,3,4,4,3,4,4,2,3,4,4,3,1,10,11,8,3,1,4,2,3,1,2,1,3,3,2,4
519,2,1,13,4,4,1,4,4,3,3,3,4,4,3,3,1,3,5,9,10,6,3,4,1,3,3,4,3,2,3,6,3,3
520,1,2,15,4,3,3,3,3,2,2,2,3,2,3,3,2,1,7,5,8,9,3,4,8,4,3,2,6,3,12,1,2,4
521,3,1,10,4,3,2,3,3,3,3,2,3,3,2,3,2,5,4,3,10,6,3,4,1,4,3,2,3,3,3,4,3,3
522,4,2,1,5,3,2,3,3,3,3,3,3,2,2,3,1,3,2,9,10,6,3,1,4,5,2,3,3,3,3,3,2,3
523,1,2,15,3,3,1,3,3,4,3,2,3,4,1,2,1,2,5,3,9,11,3,2,7,3,3,5,3,1,10,1,2,4
524,1,2,5,4,3,3,3,3,3,3,2,2,2,3,3,5,8,10,3,1,2,5,9,8,3,3,3,2,2,5,2,3,3
525,2,1,14,5,4,2,4,4,3,3,4,4,4,2,4,2,3,4,12,,,3,4,1,4,3,2,1,3,3,1,2,3
526,1,2,12,4,3,1,3,3,3,3,2,1,3,3,2,2,3,5,3,9,11,3,6,7,4,3,3,1,3,1,2,2,4
527,4,1,1,5,4,2,3,3,3,3,3,3,3,2,3,1,2,4,3,5,8,3,4,1,3,4,4,3,3,3,2,2,3
528,1,2,2,4,3,2,3,3,4,3,4,4,3,1,4,1,5,2,12,,,7,3,2,5,3,4,2,3,10,2,2,2
529,4,2,14,2,3,2,3,3,4,2,2,3,3,2,3,2,5,9,10,11,7,3,7,4,4,3,2,4,3,11,5,3,3
530,4,1,2,4,3,3,3,4,3,4,3,3,3,4,3,4,3,9,3,4,5,3,1,10,3,3,1,2,3,3,5,2,2
531,1,2,13,4,3,1,4,4,4,2,2,3,4,1,2,2,3,4,11,5,10,3,8,1,3,4,2,3,3,2,4,1,3
532,1,2,16,4,2,2,2,3,3,1,2,3,2,2,2,1,7,2,4,5,8,11,,,3,5,4,7,1,2,3,1,3
533,2,2,13,4,4,2,3,3,3,2,3,4,3,3,3,5,4,2,11,10,9,3,1,4,3,2,2,5,3,11,3,3,4
534,4,1,14,4,4,1,4,4,2,3,3,2,2,3,3,2,1,3,12,,,1,2,3,5,1,5,2,5,3,8,4,3
535,2,2,16,4,2,3,3,3,2,1,4,1,4,4,2,2,6,1,4,3,7,2,5,4,2,2,2,2,2,3,3,3,3
536,3,1,1,4,4,1,3,3,4,3,3,3,4,2,2,2,3,7,5,11,9,3,7,2,4,4,1,3,4,3,4,3,3
537,2,1,5,4,3,2,3,3,3,2,2,3,3,3,3,1,4,5,3,8,11,3,10,8,3,3,2,3,1,3,5,3,3
538,1,1,16,4,3,2,3,4,3,2,3,3,2,3,3,2,7,1,4,9,6,3,1,4,3,3,4,7,3,3,2,2,3
539,1,2,16,4,3,2,3,3,3,3,3,4,3,4,3,6,5,2,11,9,10,1,3,4,4,5,5,2,6,4,2,2,3
540,3,1,15,4,3,2,3,3,3,3,2,3,3,4,3,4,2,6,4,2,6,5,7,8,4,3,2,3,3,3,3,3,3
541,2,2,14,2,3,1,3,3,4,2,2,4,4,2,3,2,4,7,12,,,3,1,4,4,4,2,4,1,11,2,2,3
542,4,2,3,4,3,1,3,3,3,3,3,3,3,4,3,7,8,2,11,10,9,3,7,8,1,3,2,3,3,4,5,2,3
543,1,1,1,4,3,2,2,3,3,2,2,3,3,2,2,2,3,6,10,11,8,3,1,2,2,4,4,3,1,3,6,3,3
544,1,2,12,4,3,3,2,3,3,3,2,3,3,3,2,1,3,5,12,,,1,4,3,2,5,1,7,4,11,3,3,3
545,2,1,9,5,4,2,4,4,2,4,2,3,3,3,4,2,7,1,5,11,3,3,4,1,3,2,5,3,3,3,3,3,3
546,3,1,15,4,3,3,3,3,4,3,1,2,3,1,3,1,3,2,9,11,10,3,1,2,5,3,3,5,2,3,5,3,2
547,4,2,16,4,3,2,3,3,3,3,3,3,3,2,3,3,5,1,6,9,10,3,1,5,3,4,3,3,1,3,6,3,3
548,2,1,4,4,3,2,3,3,3,3,3,3,3,2,3,1,5,2,12,,,3,1,4,3,3,4,5,2,3,3,2,3
549,3,2,9,4,3,3,3,4,4,3,2,2,4,1,3,3,1,4,12,,,3,4,7,3,3,4,5,1,3,4,2,5
550,3,1,3,4,4,1,4,3,3,4,3,4,3,3,2,2,5,3,9,8,4,3,1,7,4,3,4,3,2,3,4,2,3
551,3,1,1,2,3,2,3,2,2,3,2,2,2,3,2,1,3,5,12,,,11,,,4,3,2,3,3,3,2,1,3
552,2,2,11,4,3,2,3,4,3,3,3,4,3,2,3,2,5,7,12,,,3,4,1,4,3,2,2,1,11,2,2,3
553,1,2,15,4,3,2,3,3,3,4,4,3,3,4,3,6,8,5,12,,,3,7,2,4,2,3,3,1,3,2,3,3
554,4,1,1,4,4,3,3,4,4,4,4,4,2,1,3,4,9,3,5,11,10,7,4,3,2,3,3,3,5,3,5,3,5
555,4,1,1,4,3,2,4,4,3,3,2,3,2,2,3,5,9,2,12,,,3,2,1,5,3,1,1,1,3,4,2,3
556,3,2,9,2,4,1,3,3,4,3,2,4,4,3,3,1,4,2,2,3,8,3,4,7,3,4,4,1,1,4,3,1,3
557,2,2,1,4,3,1,3,3,3,2,3,4,3,3,3,1,3,5,3,6,4,2,3,4,3,3,2,3,1,3,7,4,2
558,2,2,9,4,3,1,3,3,4,3,4,3,3,2,3,1,2,8,5,4,3,3,2,1,3,4,2,4,1,3,1,2,3
559,1,2,16,4,3,2,3,3,3,4,4,4,2,3,3,2,3,6,11,10,8,4,3,1,3,4,2,6,5,12,2,3,3
560,2,2,6,4,3,2,3,3,2,2,3,4,1,1,4,1,2,9,1,2,5,3,4,8,2,5,5,4,1,2,6,3,3
561,2,1,1,4,4,2,4,4,2,3,4,4,2,3,3,2,8,11,3,9,6,3,7,4,2,3,4,3,2,3,5,3,3
562,4,2,9,2,2,2,3,3,3,3,3,4,3,1,2,1,7,2,5,9,8,3,1,4,3,4,4,1,3,11,3,1,4
563,3,2,16,4,3,2,2,2,4,3,2,3,3,2,1,2,8,11,9,10,4,3,5,2,3,4,4,4,1,2,3,2,3
564,1,1,15,4,4,3,4,4,3,3,4,4,4,2,3,3,2,8,11,9,10,7,3,6,2,3,3,4,3,3,1,2,2
565,1,2,7,4,3,3,3,3,3,3,3,3,3,2,3,1,7,8,9,10,4,3,4,7,4,3,5,7,1,4,3,3,3
566,4,1,2,4,4,2,4,4,4,3,4,4,3,2,4,5,3,6,12,,,10,8,2,5,3,4,3,1,3,4,2,3
567,2,2,11,4,3,2,3,3,3,3,3,3,3,1,3,2,1,7,12,,,3,1,7,4,5,5,1,1,3,4,3,4
568,1,2,13,4,2,2,3,3,3,4,1,3,3,2,4,1,8,2,5,10,9,3,4,1,3,2,1,4,2,3,5,3,4
569,4,2,3,4,3,2,2,3,4,3,3,3,4,1,2,1,9,5,12,,,7,2,8,5,4,4,4,6,11,4,2,2
570,1,2,15,4,3,2,3,3,3,3,2,2,3,2,2,1,2,5,8,3,9,3,1,4,4,3,2,3,1,3,1,2,3
571,3,1,1,4,3,1,3,3,3,3,3,3,3,2,3,1,3,5,5,4,3,3,7,4,3,3,2,7,3,3,2,1,4
572,3,2,1,2,3,3,3,3,3,2,2,3,3,3,3,1,4,3,9,10,11,4,1,3,4,3,1,5,4,3,4,3,3
573,3,2,3,2,4,1,4,4,2,4,4,4,3,3,4,1,3,5,10,4,6,4,3,1,1,1,1,5,4,11,2,3,4
574,3,1,10,4,3,2,3,4,2,3,3,3,4,2,3,1,5,9,8,3,10,3,4,1,5,3,1,1,1,3,5,2,4
575,4,1,3,4,3,3,3,3,3,4,3,3,3,4,3,1,11,5,7,2,6,2,3,8,3,2,4,6,4,3,3,3,3
576,2,2,14,5,3,3,3,3,3,2,2,3,3,3,3,1,4,2,10,5,3,3,2,4,2,3,2,3,5,2,2,3,3
577,3,1,9,4,3,2,3,4,3,3,3,3,3,3,3,2,1,5,8,3,5,11,,,3,3,2,3,3,3,3,3,3
578,2,2,15,4,3,2,3,3,2,3,3,4,3,1,4,2,7,8,5,10,11,1,3,2,3,3,5,7,5,4,4,2,2
579,4,2,9,4,3,3,3,3,3,2,3,3,3,2,2,2,8,6,10,11,9,3,1,2,4,3,4,3,1,11,2,2,2
580,4,1,4,4,3,2,3,3,2,3,2,3,3,2,3,1,2,5,3,4,5,3,1,5,3,2,2,3,2,3,7,3,3
581,1,2,4,3,4,2,3,3,2,3,1,2,3,3,4,4,3,8,8,11,10,4,3,5,2,4,2,3,5,10,5,3,3
582,1,1,1,4,4,1,4,4,4,4,4,4,3,4,3,8,2,5,3,6,8,3,5,8,4,1,2,1,2,3,3,3,1
583,4,1,9,4,4,3,3,3,4,3,3,3,4,2,2,2,1,3,12,,,3,1,4,5,3,2,1,1,3,4,2,2
584,1,2,5,5,2,2,3,3,3,3,3,3,3,3,2,1,4,6,10,3,6,3,4,1,3,4,4,3,3,3,2,2,3
585,2,2,7,4,3,1,3,3,3,3,2,3,4,2,2,2,5,7,5,10,11,3,4,1,5,4,5,7,3,3,3,2,4
586,1,1,9,3,4,1,2,3,4,2,2,3,2,2,2,1,6,2,8,5,3,3,4,7,3,4,2,1,2,3,2,3,2
587,2,1,16,4,3,2,3,3,4,3,3,4,3,2,2,1,3,4,3,9,6,3,1,4,3,4,2,3,2,3,4,3,3
588,4,2,9,4,3,2,3,3,3,2,3,3,3,2,3,5,3,6,12,,,3,4,2,1,3,3,3,1,11,7,2,3
589,3,1,3,4,3,1,3,3,3,2,3,3,2,2,3,1,4,3,12,,,4,3,1,5,3,3,3,1,3,3,2,2
590,4,2,2,4,3,2,3,3,3,3,3,3,3,2,2,2,3,8,12,,,3,1,4,5,3,5,7,3,11,3,3,1
591,2,2,4,5,4,3,4,4,3,4,4,4,3,2,3,4,5,6,12,,,3,1,4,2,3,2,3,1,2,6,3,4
592,4,1,9,4,4,1,4,4,3,3,3,4,4,2,3,1,3,5,12,,,11,,,2,3,3,2,1,3,3,3,3
593,2,2,9,4,3,1,2,4,4,3,3,4,4,3,3,5,6,10,3,6,8,1,8,10,4,2,1,4,3,11,6,4,4
594,1,1,2,4,4,3,3,4,4,3,2,1,4,3,3,6,10,9,3,11,8,3,1,7,3,4,1,6,2,3,1,2,3
595,1,1,1,5,4,1,3,3,4,3,4,4,2,3,3,2,3,5,2,5,8,4,5,2,4,3,3,1,3,3,8,4,3
596,3,1,9,4,4,2,3,3,3,2,2,4,3,2,3,1,3,4,5,10,9,3,1,4,3,3,3,4,2,3,6,3,4
597,2,1,2,4,4,2,3,3,4,2,1,3,3,2,3,4,2,1,7,9,10,3,4,2,4,3,2,1,1,3,1,1,4
598,3,2,1,4,3,2,3,3,3,3,2,3,3,2,3,2,4,6,10,5,3,3,1,8,2,4,2,3,3,11,7,3,3
599,4,1,1,4,3,2,4,3,2,2,4,3,3,2,4,1,3,4,3,10,7,3,4,1,4,2,2,3,1,3,2,2,3
600,4,1,15,4,3,2,4,3,3,3,3,4,3,2,3,4,2,1,12,,,3,1,4,4,3,2,1,1,3,4,4,4
601,1,2,9,4,3,1,3,3,2,3,1,2,3,2,2,2,6,3,9,11,10,3,4,1,4,4,2,2,1,11,3,2,4
602,2,1,16,5,3,2,3,3,3,3,1,4,2,3,2,4,2,3,11,6,9,3,1,4,3,5,4,3,3,3,5,3,3
